#{"t_start": 1763544255.1246347, "env_id": "None"}
r,l,t
33.253777,211,2023.495659
100.28263,115,2023.636617
-12.410958,275,2023.696368
145.72256,47,2023.850856
62.04657,65,2023.966637
96.514,52,2024.052789
49.723907,144,2024.060725
151.91245,76,2024.117222
143.1288,38,2024.165649
-25.00435,283,2024.188141
74.3841,156,2024.272436
44.890106,170,2024.390146
166.44066,111,2024.404263
112.152435,62,2024.502223
136.0584,39,2024.545291
127.08502,43,2024.556342
157.11938,66,2024.65799
143.27936,80,2024.76533
157.13982,63,2024.962818
127.85285,78,2024.970218
126.20057,108,2025.066439
131.10594,65,2025.109261
68.76972,178,2025.221891
163.19853,35,2025.270299
96.57558,79,2025.317701
144.13026,45,2025.480343
135.6989,76,2025.594646
154.66043,127,2025.609159
155.90997,50,2025.677613
84.171135,56,2025.677655
192.76413,31,2025.73331
-362.15082,26,2025.893326
169.18471,40,2025.946738
-16.103207,203,2026.223644
191.13216,37,2026.261086
-2001.3744,1035,2026.284697
174.90698,39,2026.563654
122.99862,39,2026.629355
105.291145,49,2026.686511
132.24026,45,2026.925643
149.824,37,2026.925688
-549.936,323,2027.153808
-38.962543,295,2027.235572
60.666565,193,2027.355066
106.99801,221,2027.543485
-232.24759,742,2027.560152
195.65161,30,2027.612865
-312.9179,568,2027.62064
124.67525,44,2027.923141
160.14621,38,2027.944666
71.99039,175,2028.153026
165.6551,38,2028.494671
-160.80559,362,2028.795518
188.29977,28,2028.851601
-11.073672,212,2028.859469
74.53172,112,2029.024867
74.20221,197,2029.08497
136.5628,43,2029.2096
-168.95058,721,2029.272295
119.60572,48,2029.309362
183.13615,30,2029.362756
168.38867,66,2029.657843
112.33011,47,2029.874547
112.598564,100,2029.886264
-1466.084,1600,2029.987864
128.77696,45,2030.620789
182.89507,54,2030.646635
81.72469,118,2030.735718
130.40234,118,2030.778711
-774.4541,610,2030.89432
188.92203,33,2031.00588
126.519066,43,2031.180293
168.69135,55,2031.202592
176.37668,31,2031.308943
56.554443,186,2031.347198
185.34503,30,2031.481611
148.62492,151,2031.481662
188.71208,30,2031.631389
160.51321,105,2031.919451
100.54412,97,2031.959681
-341.1849,59,2032.053127
-374.65094,48,2032.076488
85.80018,57,2032.207259
195.62222,30,2032.355348
189.15936,30,2032.448114
186.1979,36,2032.559534
139.65463,56,2032.665743
-445.01865,91,2032.809761
-376.603,53,2032.89383
137.07503,34,2033.049418
-249.28003,763,2033.13353
180.67986,68,2033.367062
114.45751,58,2033.431854
133.76797,39,2033.508662
191.10759,30,2033.69679
131.5752,69,2033.758588
116.883835,54,2033.758649
50.626404,327,2033.941597
147.49493,50,2034.022634
158.67072,59,2034.206605
136.5643,40,2034.239074
168.68367,41,2034.250585
-486.48053,261,2034.403532
115.14069,65,2034.469246
132.60417,38,2034.675748
190.26414,30,2034.833076
152.75735,80,2035.140939
133.48518,54,2035.343333
75.63604,107,2035.495093
-713.7145,668,2035.516344
32.791542,148,2035.565616
154.08728,113,2035.738881
-127.89351,48,2037.300353
116.47279,47,2037.308139
87.09854,129,2037.623151
168.3297,44,2037.649724
67.56896,98,2037.767177
191.28052,27,2037.864548
-7.017447,246,2037.885228
148.7671,51,2038.15388
155.68236,53,2038.272312
-241.79721,958,2038.27236
117.65757,53,2038.29771
-435.80133,954,2038.457155
95.80054,149,2038.482413
-82.00676,368,2038.665339
144.60825,132,2038.665382
191.42072,30,2038.694917
158.33919,33,2038.744004
-1096.937,1600,2038.844739
15.723477,216,2038.862947
107.633156,74,2038.886072
197.47255,36,2038.950002
139.17747,111,2039.03652
-368.22104,49,2039.083453
178.72292,32,2039.103556
180.66246,33,2039.129286
168.32286,51,2039.297575
188.43298,32,2039.350776
93.80325,59,2039.438508
178.10002,28,2039.595514
144.06935,57,2039.611921
113.102455,41,2039.656548
100.075745,175,2039.711696
120.75167,87,2039.787635
43.84849,187,2039.824568
160.13034,45,2039.846809
173.77995,29,2039.907455
135.24585,43,2040.196443
178.48337,69,2040.203734
178.12111,40,2040.218884
158.36026,80,2040.413438
-148.51006,668,2040.458785
207.10107,28,2040.465819
183.4441,52,2040.627866
132.61522,117,2040.653442
-12.390334,236,2040.726785
-709.9509,254,2040.786711
120.39523,51,2040.81046
147.67523,47,2040.818498
167.68118,37,2041.036466
157.30174,37,2041.128109
172.23587,70,2041.198201
102.34382,126,2041.222229
109.81804,58,2041.265067
142.32227,38,2041.423229
45.37649,280,2041.439846
148.33902,34,2041.488241
125.081375,104,2041.488288
160.94319,41,2041.522561
107.865776,67,2041.562185
166.73537,106,2041.664836
194.16858,26,2041.699308
-380.62152,35,2041.707503
125.37286,47,2041.820196
170.47789,72,2041.836188
0.39006755,262,2041.940934
156.47876,71,2042.070918
197.92264,30,2042.070961
162.47002,74,2042.158454
100.2589,76,2043.041727
-13.36218,238,2043.091493
115.59609,50,2043.182335
94.15598,54,2043.212941
137.7645,105,2043.229696
-1283.2098,1600,2043.254987
178.42186,35,2043.366825
23.909082,352,2043.422593
193.62639,30,2043.460073
137.74388,40,2043.510714
141.23035,43,2043.610249
153.74294,36,2043.743404
173.88046,42,2043.75795
132.11047,120,2043.977005
82.110725,214,2044.105029
-216.13872,819,2044.105082
147.88606,110,2044.222019
167.43166,40,2044.303916
96.64322,79,2044.368495
-53.122623,230,2044.393587
166.05112,34,2044.402361
115.021576,114,2044.410955
171.01756,45,2044.494944
151.43048,40,2044.639099
203.86157,32,2044.655872
189.0571,31,2044.663877
166.0063,35,2044.686747
42.81366,308,2044.714623
-1633.1218,1600,2044.841995
198.00623,63,2044.881229
-1064.3619,1600,2044.895829
110.1117,96,2045.009903
-26.219107,274,2045.072173
140.59259,35,2045.109269
172.91501,35,2045.156556
186.77888,45,2045.252364
187.33405,31,2045.355415
162.41393,40,2045.382422
199.32492,29,2045.382466
158.85971,95,2045.432847
125.61216,60,2045.484094
-121.116035,46,2045.602439
1.8589966,253,2045.602487
193.44637,32,2045.625658
-493.32745,131,2045.684659
-14.777914,247,2045.716194
129.79211,39,2045.74015
71.36032,62,2045.830158
68.32015,172,2045.845788
157.90926,65,2045.888416
130.45245,56,2045.916993
111.37074,165,2045.932299
177.8323,35,2045.984228
163.57692,55,2046.023243
150.8798,65,2046.088124
177.24886,51,2046.107994
121.29138,66,2046.176197
137.77118,60,2046.429297
121.4665,59,2046.467539
98.359856,86,2046.49413
119.62942,57,2046.535553
125.810875,95,2046.551205
-380.44843,55,2046.610311
162.14441,70,2046.663627
167.33551,37,2046.73064
111.64258,43,2046.816718
189.9987,30,2046.847843
133.20732,58,2046.992247
60.78452,147,2047.047141
136.51976,53,2047.077425
194.72427,33,2047.103611
119.841705,48,2047.182781
84.47853,205,2047.208044
119.52503,96,2047.249485
93.772736,188,2047.333038
177.76323,44,2047.333086
197.3238,30,2047.446063
140.16615,58,2047.500675
84.0492,107,2047.557825
-16.688093,388,2047.660131
123.80285,63,2047.72325
41.602894,162,2047.802231
99.8933,46,2047.83639
147.9584,73,2047.883787
190.08452,30,2047.892546
119.33882,98,2049.603782
203.91933,28,2049.611751
57.143646,120,2049.689528
153.17221,37,2049.79756
168.7357,51,2049.879423
-2008.567,1600,2049.917022
130.43379,42,2049.952129
96.17969,53,2050.016006
125.21861,126,2050.158998
191.66603,31,2050.245324
49.924377,195,2050.413743
87.73505,162,2050.413833
69.63679,77,2050.479533
126.818115,144,2050.555476
135.94223,40,2050.649018
95.80163,81,2050.745426
-353.32883,59,2050.76082
180.59785,28,2050.807262
167.97737,72,2050.835617
172.7205,31,2050.948583
143.0271,36,2051.059473
138.5928,60,2051.120454
156.91656,49,2051.23446
178.38467,33,2051.26539
162.35358,50,2051.29335
166.49892,35,2051.39594
170.68056,32,2051.423812
178.43753,33,2051.552869
198.79474,43,2051.68933
174.97432,40,2051.793833
89.69947,130,2051.85083
60.947117,227,2051.946397
169.7616,76,2052.024524
155.12613,39,2052.05228
45.41546,174,2052.079019
-11.991386,256,2052.146876
-493.3131,928,2052.181443
-546.36664,861,2052.226701
71.5305,86,2052.245617
145.62206,71,2052.597543
60.322353,84,2052.796907
-420.44452,104,2052.806357
-606.78754,291,2052.832989
148.17053,66,2052.83306
123.7869,124,2052.937493
181.14163,32,2053.094511
-463.61197,111,2053.104607
196.2236,33,2053.145038
97.37172,127,2053.229766
107.160774,47,2053.249238
-390.50464,49,2053.293497
112.40508,82,2053.360376
176.19977,31,2053.425364
101.38444,56,2053.447886
29.810898,159,2053.612214
113.91293,53,2053.674165
98.746544,52,2053.682536
136.04225,69,2053.690465
-241.18965,864,2053.891377
93.165375,71,2053.936297
177.82646,34,2053.963534
-44.885654,342,2053.971817
82.73138,86,2054.006793
174.52492,55,2054.081428
163.06197,76,2054.081476
108.53922,140,2054.286834
164.0055,35,2054.295749
137.4089,42,2054.313576
-516.5973,237,2054.322991
115.45764,113,2054.354015
104.971436,84,2054.371846
93.37826,84,2054.388232
128.89641,67,2054.488291
16.580288,271,2054.506798
155.85573,71,2054.559795
168.3468,37,2054.68103
141.36067,48,2054.690727
-362.23877,47,2054.781679
86.03922,58,2054.7988
160.34726,39,2054.829261
178.59041,42,2054.874772
112.87407,105,2054.958821
132.66238,40,2055.142967
173.55049,39,2055.164368
129.37437,63,2055.324142
182.26585,54,2055.333547
204.60596,28,2057.474072
87.169044,90,2057.523276
51.294754,165,2057.540342
150.52904,77,2057.686849
184.31602,35,2057.701823
156.40326,155,2057.747504
153.42436,39,2057.800212
-476.6529,926,2057.813517
150.9568,36,2057.845788
19.366774,173,2057.862936
38.17789,227,2057.886385
-84.594124,45,2057.90144
85.13136,159,2057.983147
90.60641,53,2058.123512
181.05244,33,2058.132894
120.90072,50,2058.261974
190.34486,33,2058.262019
150.98862,67,2058.369872
189.21431,31,2058.395672
135.96222,101,2058.550608
68.06102,97,2058.61658
75.921104,219,2058.616627
109.55466,61,2058.640877
134.98306,45,2058.64092
178.00507,39,2058.723051
132.49295,55,2058.723098
28.69965,168,2058.809179
159.33846,57,2058.856545
190.59999,31,2058.881741
164.76212,34,2058.935968
150.56517,45,2058.936014
114.14244,57,2059.102318
-8.323731,326,2059.125276
136.34816,38,2059.133742
-369.9419,25,2059.141271
136.64706,64,2059.269023
132.14363,51,2059.283425
-234.27072,734,2059.292691
147.71684,77,2059.292734
176.56305,50,2059.348206
170.46135,33,2059.371795
192.99332,33,2059.405301
-377.87137,51,2059.562728
-366.5377,26,2059.562776
157.50146,36,2059.586328
130.31909,42,2059.610811
186.34589,33,2059.830805
165.44382,34,2059.892972
156.31915,81,2059.966563
194.12837,68,2059.975729
132.32837,151,2059.991991
79.57656,252,2060.015918
-359.40625,55,2060.023754
169.62236,38,2060.157738
68.41507,108,2060.181038
149.39413,33,2060.238931
37.37933,189,2060.435103
160.9543,68,2060.444422
186.60674,59,2060.485691
188.27275,62,2060.485737
123.52318,63,2060.529072
99.08419,59,2060.740672
165.85217,100,2060.824254
8.8411255,431,2060.850339
107.22859,149,2060.850382
180.27715,42,2060.88106
166.85022,48,2060.890046
131.21214,88,2060.91966
117.28116,54,2060.938229
135.3589,49,2060.948546
188.30829,30,2061.228657
159.687,39,2061.228753
154.50247,42,2061.290711
22.286884,400,2061.321277
186.58282,41,2061.348206
122.31505,72,2061.442646
-359.21887,53,2061.442694
13.27397,149,2061.556823
147.41122,33,2061.567465
178.52469,29,2061.617403
78.658745,52,2061.818447
118.62873,93,2061.818494
113.69931,50,2061.858404
164.48851,34,2061.895722
163.49147,64,2062.085188
112.16637,67,2062.117601
181.67996,58,2062.147958
89.99878,134,2062.157707
184.50772,32,2062.176391
-41.41902,338,2062.176446
142.058,49,2062.299776
118.2908,73,2062.336882
110.18232,113,2062.354292
166.91855,51,2062.391197
186.62296,63,2062.429312
202.89731,31,2062.464993
174.2852,39,2062.483955
168.30943,37,2062.522742
185.5384,36,2062.647197
155.69286,53,2062.656477
135.05344,39,2062.713484
124.16389,43,2062.853059
136.37204,57,2062.90669
148.3666,44,2062.916215
130.17775,83,2062.957823
144.91026,53,2062.988566
90.84375,64,2063.434358
135.49213,64,2063.499662
155.34503,35,2063.751463
167.90463,73,2063.768038
107.57127,75,2063.775729
133.66216,87,2063.822513
113.297386,127,2063.875549
190.35612,34,2064.094224
113.40312,152,2064.181487
175.82188,39,2064.189354
-113.28755,527,2064.315028
39.581593,91,2064.494081
164.13246,53,2064.59994
69.200165,118,2064.686048
187.85405,29,2064.721025
175.9346,40,2064.905672
145.03949,35,2064.988586
125.11138,66,2065.207517
-168.02983,835,2065.214998
132.14842,146,2065.327883
166.83336,45,2065.341912
167.03677,32,2065.444461
-770.0153,250,2065.491605
158.82588,47,2065.572744
125.53547,89,2065.602781
56.57713,248,2065.705097
-39.306667,324,2065.760907
49.33936,326,2065.805472
-630.5442,394,2065.857381
53.30438,227,2065.864919
142.06183,37,2065.889987
-177.75185,433,2065.91451
163.90186,48,2065.949057
175.90373,30,2066.011003
87.61439,80,2066.083991
82.82191,232,2066.145508
44.212624,104,2066.163522
170.14615,37,2066.224863
191.69264,28,2066.241676
132.47652,53,2066.31263
134.93513,76,2066.337463
129.3306,105,2066.34525
-213.46329,644,2066.360691
145.19945,60,2066.393888
110.75752,62,2066.646517
126.8982,51,2066.695271
143.41957,54,2066.737727
156.48375,70,2066.779711
91.44252,99,2066.983768
150.03131,50,2067.117661
149.39201,51,2067.171385
170.75726,63,2067.179261
90.032265,137,2067.203372
113.258156,38,2067.273386
135.05313,123,2067.289796
119.64273,138,2067.44458
-1456.11,1600,2067.518373
-8.107492,286,2067.577582
140.23853,52,2067.601289
73.12812,197,2067.611061
157.63509,46,2067.636595
121.27426,61,2067.655215
-104.530426,790,2067.734624
153.63303,38,2067.871843
97.32629,248,2067.87979
108.03907,98,2067.879835
187.11356,34,2067.910842
195.9435,30,2067.967951
127.66759,72,2067.998964
156.65309,69,2068.049189
184.67346,30,2068.136827
78.55078,73,2068.980198
11.510332,244,2069.030994
152.60016,37,2069.068981
166.55716,41,2069.181824
160.06831,37,2069.317119
188.23753,83,2069.343686
42.63569,119,2069.351964
175.02733,56,2069.419983
146.6496,102,2069.479139
167.19406,40,2069.495465
149.703,57,2069.514488
92.96109,142,2069.552458
106.69725,80,2069.585902
184.76302,34,2069.617111
126.77684,49,2069.701826
31.196272,223,2069.714642
143.70724,40,2069.730385
135.06834,39,2069.8014
90.928276,48,2069.860649
195.25192,36,2069.868373
179.43661,35,2070.016209
102.175514,64,2070.070916
-41.501522,335,2070.070965
183.3943,29,2070.118672
141.83383,74,2070.118721
142.3843,42,2070.229526
129.84319,35,2070.361393
-47.68634,285,2070.481982
171.8282,35,2070.549086
177.99315,31,2070.656041
175.45457,49,2070.668531
96.343704,82,2070.681034
156.76021,48,2070.720868
161.57442,111,2070.932118
184.17987,34,2071.001298
128.91916,35,2071.087545
-376.93817,45,2071.180503
180.89297,42,2071.315619
84.08539,49,2071.42983
-121.70135,284,2071.447875
82.99084,216,2071.447923
96.89875,129,2071.487541
126.26309,84,2071.551972
-338.9069,51,2071.622765
187.61429,33,2071.741837
139.23477,38,2071.78266
184.69524,35,2071.85721
-354.4666,52,2071.88642
175.81903,36,2071.938154
30.693262,156,2072.027166
127.49465,92,2072.114055
136.55893,39,2072.190744
72.290215,134,2072.236042
115.62822,59,2072.236085
173.86266,39,2072.346971
-413.06857,50,2072.354896
146.9396,77,2072.434879
56.23612,225,2072.546045
140.53267,126,2072.553581
159.21129,36,2072.6466
114.28951,58,2072.678041
3.578156,451,2072.748044
29.824863,323,2072.756587
148.60672,92,2072.892432
165.0297,64,2072.902392
122.40501,60,2072.946805
-328.98105,47,2072.955087
-411.5067,86,2072.97328
174.5002,94,2073.045636
137.53445,51,2073.093971
201.00519,29,2073.13949
200.68167,29,2073.187643
151.0333,63,2073.215274
100.5661,48,2073.354644
125.195656,60,2073.404199
207.11488,29,2073.444969
91.93857,98,2073.55423
162.35056,59,2073.561095
50.10267,68,2073.583321
145.14743,36,2073.627769
-756.01086,460,2073.780025
157.3049,85,2073.810257
88.60431,60,2073.857548
119.28157,146,2073.923846
-372.71384,63,2074.032269
133.70909,36,2074.076946
-503.64554,189,2074.076987
120.78873,50,2074.146895
175.1541,35,2074.195676
143.4363,41,2074.363208
-632.391,305,2074.371876
160.22592,46,2075.192342
-715.2701,934,2075.292109
94.65441,46,2075.328395
91.85906,48,2075.535607
158.7341,77,2075.567953
105.76888,66,2075.686581
152.2497,63,2075.84998
155.36337,41,2075.922695
133.72067,46,2075.937488
46.80521,211,2076.113244
185.01572,31,2076.184554
109.910126,127,2076.278754
155.93575,57,2076.371525
49.16377,285,2076.631601
42.928204,102,2076.674975
43.099697,290,2076.702368
113.521,170,2076.752684
14.656216,235,2076.789208
180.87097,37,2076.94233
161.8884,35,2076.990678
11.93779,345,2077.010195
-18.618721,404,2077.019325
109.53027,88,2077.099097
87.85156,101,2077.105931
-368.63776,49,2077.179996
99.03614,70,2077.25291
158.40451,68,2077.30538
181.01181,52,2077.363573
192.66522,34,2077.379303
148.23537,37,2077.397147
155.57965,34,2077.581423
182.77531,32,2077.647548
149.21693,37,2077.674971
89.46734,65,2077.709837
125.14511,70,2077.914395
155.66653,36,2077.930534
150.61818,117,2077.93816
125.396645,48,2077.955152
-193.69994,418,2078.022562
184.09839,33,2078.18517
168.31564,35,2078.285749
103.71327,46,2078.294796
200.75096,45,2078.302672
142.65176,39,2078.570925
121.47769,60,2078.743994
179.49602,63,2078.760947
